Cross,Replicate,Mother_strain,Father_strain,Treatment,Block,Generation,Female_offspring,Male_offspring,Pre_window_female_offspring,Pre_window_male_offspring,Count_conditions
6,15,P4_3xp_female,P1_UBI_female,Female,2,5,0,0,0,0,Normal
6,19,P4_3xp_female,P1_UBI_female,Female,2,5,5,13,10,5,Normal
6,22,P4_3xp_female,P1_UBI_female,Female,2,5,21,27,10,9,Normal
7,11,P2_UBI_female,P3_3xp_female,Female,2,5,9,11,7,6,Normal
7,13,P2_UBI_female,P3_3xp_female,Female,2,5,0,0,0,0,Normal
7,14,P2_UBI_female,P3_3xp_female,Female,2,5,2,3,5,3,Normal
7,17,P2_UBI_female,P3_3xp_female,Female,2,5,0,0,0,0,Normal
7,18,P2_UBI_female,P3_3xp_female,Female,2,5,0,0,0,0,Normal
7,20,P2_UBI_female,P3_3xp_female,Female,2,5,9,14,10,3,Normal
8,11,P3_3xp_female,P2_UBI_female,Female,2,5,0,0,0,0,Normal
8,12,P3_3xp_female,P2_UBI_female,Female,2,5,0,0,0,0,Normal
8,13,P3_3xp_female,P2_UBI_female,Female,2,5,22,18,7,6,Normal
8,14,P3_3xp_female,P2_UBI_female,Female,2,5,9,14,9,8,Normal
8,15,P3_3xp_female,P2_UBI_female,Female,2,5,0,0,0,0,Normal
8,16,P3_3xp_female,P2_UBI_female,Female,2,5,0,0,0,0,Normal
8,19,P3_3xp_female,P2_UBI_female,Female,2,5,32,48,0,0,Normal
9,11,P2_UBI_female,P4_3xp_female,Female,2,5,12,18,3,5,Normal
9,12,P2_UBI_female,P4_3xp_female,Female,2,5,0,0,0,0,Normal
9,13,P2_UBI_female,P4_3xp_female,Female,2,5,0,0,0,0,Normal
9,14,P2_UBI_female,P4_3xp_female,Female,2,5,13,19,4,1,Normal
9,15,P2_UBI_female,P4_3xp_female,Female,2,5,0,0,0,0,Normal
9,16,P2_UBI_female,P4_3xp_female,Female,2,5,17,22,0,0,Normal
9,17,P2_UBI_female,P4_3xp_female,Female,2,5,15,12,4,0,Normal
10,12,P4_3xp_female,P2_UBI_female,Female,2,5,0,0,0,0,Normal
10,13,P4_3xp_female,P2_UBI_female,Female,2,5,0,13,2,0,Normal
10,14,P4_3xp_female,P2_UBI_female,Female,2,5,27,33,13,4,Normal
10,15,P4_3xp_female,P2_UBI_female,Female,2,5,21,17,4,6,Normal
10,16,P4_3xp_female,P2_UBI_female,Female,2,5,0,0,0,0,Normal
10,18,P4_3xp_female,P2_UBI_female,Female,2,5,NA,NA,NA,NA,Normal
10,19,P4_3xp_female,P2_UBI_female,Female,2,5,22,23,2,1,Normal
11,16,P3_3xp_female,P4_3xp_female,Female,2,5,0,0,0,0,Normal
11,17,P3_3xp_female,P4_3xp_female,Female,2,5,0,0,0,0,Normal
11,22,P3_3xp_female,P4_3xp_female,Female,2,5,21,25,5,1,Normal
12,11,P4_3xp_female,P3_3xp_female,Female,2,5,5,14,5,4,Normal
12,12,P4_3xp_female,P3_3xp_female,Female,2,5,3,3,0,0,Normal
12,13,P4_3xp_female,P3_3xp_female,Female,2,5,2,3,0,0,Normal
12,14,P4_3xp_female,P3_3xp_female,Female,2,5,26,19,10,6,Normal
12,18,P4_3xp_female,P3_3xp_female,Female,2,5,15,35,5,2,Normal
12,19,P4_3xp_female,P3_3xp_female,Female,2,5,0,0,0,0,Normal
13,11,P1_3xp_male,P2_3xp_male,Male,2,5,14,27,6,3,Normal
13,13,P1_3xp_male,P2_3xp_male,Male,2,5,25,23,0,0,Normal
13,15,P1_3xp_male,P2_3xp_male,Male,2,5,24,21,12,3,Normal
13,16,P1_3xp_male,P2_3xp_male,Male,2,5,25,36,2,5,Normal
13,18,P1_3xp_male,P2_3xp_male,Male,2,5,24,22,9,6,Normal
13,21,P1_3xp_male,P2_3xp_male,Male,2,5,38,33,6,1,Normal
13,22,P1_3xp_male,P2_3xp_male,Male,2,5,11,19,14,10,Normal
14,12,P2_3xp_male,P1_3xp_male,Male,2,5,14,21,5,9,Normal
14,13,P2_3xp_male,P1_3xp_male,Male,2,5,11,9,0,2,Normal
14,14,P2_3xp_male,P1_3xp_male,Male,2,5,26,26,5,4,Normal
14,18,P2_3xp_male,P1_3xp_male,Male,2,5,23,26,2,0,Normal
14,19,P2_3xp_male,P1_3xp_male,Male,2,5,25,21,7,1,Normal
14,20,P2_3xp_male,P1_3xp_male,Male,2,5,19,22,3,0,Normal
14,21,P2_3xp_male,P1_3xp_male,Male,2,5,0,0,0,0,Normal
15,11,P1_3xp_male,P3_UBI_male,Male,2,5,14,26,8,3,Normal
15,12,P1_3xp_male,P3_UBI_male,Male,2,5,0,0,0,0,Normal
15,13,P1_3xp_male,P3_UBI_male,Male,2,5,1,1,0,0,Normal
15,15,P1_3xp_male,P3_UBI_male,Male,2,5,0,0,0,0,Normal
15,16,P1_3xp_male,P3_UBI_male,Male,2,5,0,0,0,0,Normal
15,17,P1_3xp_male,P3_UBI_male,Male,2,5,16,9,1,0,Normal
15,19,P1_3xp_male,P3_UBI_male,Male,2,5,15,22,5,3,Normal
16,13,P3_UBI_male,P1_3xp_male,Male,2,5,29,24,7,2,Normal
16,14,P3_UBI_male,P1_3xp_male,Male,2,5,6,17,0,0,Normal
16,17,P3_UBI_male,P1_3xp_male,Male,2,5,23,20,13,1,Normal
16,18,P3_UBI_male,P1_3xp_male,Male,2,5,16,30,19,7,Normal
16,19,P3_UBI_male,P1_3xp_male,Male,2,5,25,21,0,0,Normal
16,20,P3_UBI_male,P1_3xp_male,Male,2,5,27,32,15,1,Normal
16,22,P3_UBI_male,P1_3xp_male,Male,2,5,14,17,7,5,Normal
17,11,P1_3xp_male,P4_UBI_male,Male,2,5,18,5,0,0,Normal
17,13,P1_3xp_male,P4_UBI_male,Male,2,5,0,0,0,0,Normal
17,15,P1_3xp_male,P4_UBI_male,Male,2,5,28,22,8,1,Normal
17,16,P1_3xp_male,P4_UBI_male,Male,2,5,8,9,5,4,Normal
17,17,P1_3xp_male,P4_UBI_male,Male,2,5,6,4,0,0,Normal
17,19,P1_3xp_male,P4_UBI_male,Male,2,5,16,21,0,0,Normal
17,21,P1_3xp_male,P4_UBI_male,Male,2,5,0,0,0,0,Normal
18,11,P4_UBI_male,P1_3xp_male,Male,2,5,12,17,3,0,Normal
18,12,P4_UBI_male,P1_3xp_male,Male,2,5,0,0,0,0,Normal
18,13,P4_UBI_male,P1_3xp_male,Male,2,5,0,0,0,0,Normal
18,15,P4_UBI_male,P1_3xp_male,Male,2,5,19,31,10,0,Normal
18,16,P4_UBI_male,P1_3xp_male,Male,2,5,23,38,9,1,Normal
18,18,P4_UBI_male,P1_3xp_male,Male,2,5,0,0,0,0,Normal
18,19,P4_UBI_male,P1_3xp_male,Male,2,5,20,31,7,0,Normal
19,11,P2_3xp_male,P3_UBI_male,Male,2,5,0,0,0,0,Normal
19,12,P2_3xp_male,P3_UBI_male,Male,2,5,0,0,0,0,Normal
19,16,P2_3xp_male,P3_UBI_male,Male,2,5,14,17,6,7,Normal
19,17,P2_3xp_male,P3_UBI_male,Male,2,5,8,12,16,14,Normal
19,18,P2_3xp_male,P3_UBI_male,Male,2,5,25,26,5,4,Normal
19,19,P2_3xp_male,P3_UBI_male,Male,2,5,0,0,0,0,Normal
20,13,P3_UBI_male,P2_3xp_male,Male,2,5,0,0,0,0,Normal
20,14,P3_UBI_male,P2_3xp_male,Male,2,5,26,41,3,2,Normal
20,15,P3_UBI_male,P2_3xp_male,Male,2,5,NA,NA,NA,NA,Normal
20,16,P3_UBI_male,P2_3xp_male,Male,2,5,0,0,0,0,Normal
20,17,P3_UBI_male,P2_3xp_male,Male,2,5,0,0,0,0,Normal
20,18,P3_UBI_male,P2_3xp_male,Male,2,5,29,35,3,2,Normal
20,19,P3_UBI_male,P2_3xp_male,Male,2,5,NA,NA,NA,NA,Normal
21,15,P2_3xp_male,P4_UBI_male,Male,2,5,17,26,16,10,Normal
21,16,P2_3xp_male,P4_UBI_male,Male,2,5,3,4,0,0,Normal
21,17,P2_3xp_male,P4_UBI_male,Male,2,5,0,0,0,0,Normal
21,20,P2_3xp_male,P4_UBI_male,Male,2,5,6,11,4,2,Normal
21,21,P2_3xp_male,P4_UBI_male,Male,2,5,26,23,7,5,Normal
21,22,P2_3xp_male,P4_UBI_male,Male,2,5,3,5,15,8,Normal
22,11,P4_UBI_male,P2_3xp_male,Male,2,5,25,19,6,5,Normal
22,12,P4_UBI_male,P2_3xp_male,Male,2,5,0,0,0,0,Normal
22,13,P4_UBI_male,P2_3xp_male,Male,2,5,3,4,3,8,Normal
22,14,P4_UBI_male,P2_3xp_male,Male,2,5,0,0,0,0,Normal
22,15,P4_UBI_male,P2_3xp_male,Male,2,5,11,12,0,0,Normal
22,17,P4_UBI_male,P2_3xp_male,Male,2,5,27,21,11,6,Normal
22,18,P4_UBI_male,P2_3xp_male,Male,2,5,11,18,9,7,Normal
23,11,P3_UBI_male,P4_UBI_male,Male,2,5,38,47,4,0,Normal
23,15,P3_UBI_male,P4_UBI_male,Male,2,5,10,14,2,4,Normal
23,17,P3_UBI_male,P4_UBI_male,Male,2,5,0,0,0,0,Normal
23,18,P3_UBI_male,P4_UBI_male,Male,2,5,0,0,0,0,Normal
23,20,P3_UBI_male,P4_UBI_male,Male,2,5,0,0,0,0,Normal
23,22,P3_UBI_male,P4_UBI_male,Male,2,5,2,7,0,0,Normal
24,11,P4_UBI_male,P3_UBI_male,Male,2,5,2,16,8,9,Normal
24,12,P4_UBI_male,P3_UBI_male,Male,2,5,3,5,0,0,Normal
24,13,P4_UBI_male,P3_UBI_male,Male,2,5,19,22,1,1,Normal
24,15,P4_UBI_male,P3_UBI_male,Male,2,5,1,0,0,0,Normal
24,16,P4_UBI_male,P3_UBI_male,Male,2,5,0,0,0,0,Normal
24,18,P4_UBI_male,P3_UBI_male,Male,2,5,0,0,0,0,Normal
24,19,P4_UBI_male,P3_UBI_male,Male,2,5,0,0,0,0,Normal
25,11,P5,P6,Control,2,5,0,0,0,0,Normal
25,12,P5,P6,Control,2,5,0,0,0,0,Normal
25,14,P5,P6,Control,2,5,0,0,0,0,Normal
25,15,P5,P6,Control,2,5,12,18,5,4,Normal
25,16,P5,P6,Control,2,5,0,0,0,0,Normal
25,18,P5,P6,Control,2,5,0,0,0,0,Normal
25,20,P5,P6,Control,2,5,0,0,0,0,Normal
26,14,P6,P5,Control,2,5,0,0,0,0,Normal
26,15,P6,P5,Control,2,5,2,0,0,0,Normal
26,16,P6,P5,Control,2,5,0,0,0,0,Normal
26,19,P6,P5,Control,2,5,0,0,0,0,Normal
26,20,P6,P5,Control,2,5,29,26,0,0,Normal
26,21,P6,P5,Control,2,5,36,33,0,0,Normal
26,22,P6,P5,Control,2,5,13,9,0,0,Normal
27,11,P5,P7,Control,2,5,20,40,5,2,Normal
27,13,P5,P7,Control,2,5,0,0,0,0,Normal
27,14,P5,P7,Control,2,5,0,0,0,0,Normal
27,15,P5,P7,Control,2,5,16,29,0,0,Normal
27,16,P5,P7,Control,2,5,17,10,8,4,Normal
27,17,P5,P7,Control,2,5,0,0,0,0,Normal
27,19,P5,P7,Control,2,5,0,0,0,0,Normal
28,12,P7,P5,Control,2,5,0,0,0,0,Normal
28,14,P7,P5,Control,2,5,16,7,0,0,Normal
28,16,P7,P5,Control,2,5,0,0,0,0,Normal
28,17,P7,P5,Control,2,5,0,0,0,0,Normal
28,18,P7,P5,Control,2,5,0,0,0,0,Normal
28,19,P7,P5,Control,2,5,8,18,15,9,Normal
29,12,P5,P8,Control,2,5,13,31,12,7,Normal
29,13,P5,P8,Control,2,5,0,1,0,0,Normal
29,14,P5,P8,Control,2,5,2,6,2,0,Normal
29,15,P5,P8,Control,2,5,33,32,1,0,Normal
29,16,P5,P8,Control,2,5,0,0,0,0,Normal
29,17,P5,P8,Control,2,5,13,12,14,12,Normal
29,18,P5,P8,Control,2,5,NA,NA,NA,NA,Normal
30,11,P8,P5,Control,2,5,0,0,0,0,Normal
30,12,P8,P5,Control,2,5,0,0,0,0,Normal
30,17,P8,P5,Control,2,5,0,0,0,0,Normal
30,18,P8,P5,Control,2,5,0,0,0,0,Normal
30,22,P8,P5,Control,2,5,0,0,0,0,Normal
31,12,P6,P7,Control,2,5,0,0,0,0,Normal
31,13,P6,P7,Control,2,5,0,0,0,0,Normal
31,15,P6,P7,Control,2,5,0,0,0,0,Normal
31,18,P6,P7,Control,2,5,0,0,0,0,Normal
31,20,P6,P7,Control,2,5,7,18,1,1,Normal
31,21,P6,P7,Control,2,5,3,5,4,1,Normal
31,22,P6,P7,Control,2,5,9,10,6,5,Normal
32,12,P7,P6,Control,2,5,37,40,0,0,Normal
32,13,P7,P6,Control,2,5,14,17,9,3,Normal
32,14,P7,P6,Control,2,5,0,0,0,0,Normal
32,15,P7,P6,Control,2,5,0,0,0,0,Normal
32,16,P7,P6,Control,2,5,39,22,6,8,Normal
32,17,P7,P6,Control,2,5,14,17,1,0,Normal
32,18,P7,P6,Control,2,5,10,26,5,3,Normal
33,11,P6,P8,Control,2,5,9,12,6,7,Normal
33,12,P6,P8,Control,2,5,20,15,1,2,Normal
33,16,P6,P8,Control,2,5,12,26,2,2,Normal
33,17,P6,P8,Control,2,5,1,4,4,1,Normal
33,18,P6,P8,Control,2,5,5,5,0,0,Normal
33,20,P6,P8,Control,2,5,0,0,0,0,Normal
33,22,P6,P8,Control,2,5,9,9,2,2,Normal
34,11,P8,P6,Control,2,5,12,30,4,1,Normal
34,13,P8,P6,Control,2,5,29,23,0,0,Normal
34,16,P8,P6,Control,2,5,11,9,0,0,Normal
34,18,P8,P6,Control,2,5,14,24,9,9,Normal
34,19,P8,P6,Control,2,5,8,10,1,4,Normal
34,21,P8,P6,Control,2,5,0,1,0,0,Normal
34,22,P8,P6,Control,2,5,10,20,2,6,Normal
35,12,P7,P8,Control,2,5,18,28,12,8,Normal
35,13,P7,P8,Control,2,5,13,13,9,4,Normal
35,14,P7,P8,Control,2,5,28,27,1,2,Normal
35,15,P7,P8,Control,2,5,9,11,4,1,Normal
35,16,P7,P8,Control,2,5,0,0,0,0,Normal
35,17,P7,P8,Control,2,5,15,14,6,1,Normal
35,19,P7,P8,Control,2,5,0,0,0,0,Normal
36,11,P8,P7,Control,2,5,22,24,4,4,Normal
36,12,P8,P7,Control,2,5,0,0,0,0,Normal
36,13,P8,P7,Control,2,5,0,0,0,0,Normal
36,15,P8,P7,Control,2,5,15,25,0,0,Normal
36,16,P8,P7,Control,2,5,0,0,0,0,Normal
36,17,P8,P7,Control,2,5,15,19,1,1,Normal
1,11,P1_UBI_female,P2_UBI_female,Female,2,6,0,0,0,0,Normal
1,13,P1_UBI_female,P2_UBI_female,Female,2,6,47,44,0,0,Normal
1,14,P1_UBI_female,P2_UBI_female,Female,2,6,5,8,2,2,Normal
1,15,P1_UBI_female,P2_UBI_female,Female,2,6,0,0,0,0,Normal
1,17,P1_UBI_female,P2_UBI_female,Female,2,6,0,0,0,0,Normal
1,18,P1_UBI_female,P2_UBI_female,Female,2,6,32,40,13,3,Normal
1,19,P1_UBI_female,P2_UBI_female,Female,2,6,0,0,0,0,Normal
2,11,P2_UBI_female,P1_UBI_female,Female,2,6,18,24,5,6,Normal
2,12,P2_UBI_female,P1_UBI_female,Female,2,6,0,0,0,0,Normal
2,13,P2_UBI_female,P1_UBI_female,Female,2,6,21,31,15,0,Normal
2,14,P2_UBI_female,P1_UBI_female,Female,2,6,0,0,0,0,Normal
2,15,P2_UBI_female,P1_UBI_female,Female,2,6,8,12,3,1,Normal
2,16,P2_UBI_female,P1_UBI_female,Female,2,6,0,0,0,0,Normal
2,21,P2_UBI_female,P1_UBI_female,Female,2,6,17,11,8,0,Normal
3,11,P1_UBI_female,P3_3xp_female,Female,2,6,5,10,3,0,Normal
3,12,P1_UBI_female,P3_3xp_female,Female,2,6,4,3,0,0,Normal
3,13,P1_UBI_female,P3_3xp_female,Female,2,6,27,25,0,0,Normal
3,14,P1_UBI_female,P3_3xp_female,Female,2,6,0,0,0,0,Normal
3,16,P1_UBI_female,P3_3xp_female,Female,2,6,15,16,3,6,Normal
3,17,P1_UBI_female,P3_3xp_female,Female,2,6,0,0,0,0,Normal
3,19,P1_UBI_female,P3_3xp_female,Female,2,6,18,25,2,0,Normal
4,11,P3_3xp_female,P1_UBI_female,Female,2,6,18,14,11,2,Normal
4,12,P3_3xp_female,P1_UBI_female,Female,2,6,0,0,0,0,Normal
4,16,P3_3xp_female,P1_UBI_female,Female,2,6,0,0,0,0,Normal
4,17,P3_3xp_female,P1_UBI_female,Female,2,6,0,0,0,0,Normal
4,19,P3_3xp_female,P1_UBI_female,Female,2,6,0,0,0,0,Normal
4,20,P3_3xp_female,P1_UBI_female,Female,2,6,0,0,0,0,Normal
4,21,P3_3xp_female,P1_UBI_female,Female,2,6,0,0,0,0,Normal
5,13,P1_UBI_female,P4_3xp_female,Female,2,6,0,0,0,0,Normal
5,14,P1_UBI_female,P4_3xp_female,Female,2,6,0,0,0,0,Normal
5,15,P1_UBI_female,P4_3xp_female,Female,2,6,3,4,0,1,Normal
5,17,P1_UBI_female,P4_3xp_female,Female,2,6,0,0,0,0,Normal
5,18,P1_UBI_female,P4_3xp_female,Female,2,6,8,6,0,0,Normal
5,19,P1_UBI_female,P4_3xp_female,Female,2,6,25,36,0,0,Normal
5,20,P1_UBI_female,P4_3xp_female,Female,2,6,6,12,4,0,Normal
6,11,P4_3xp_female,P1_UBI_female,Female,2,6,35,34,0,0,Normal
6,12,P4_3xp_female,P1_UBI_female,Female,2,6,9,9,1,0,Normal
6,13,P4_3xp_female,P1_UBI_female,Female,2,6,0,0,0,0,Normal
6,14,P4_3xp_female,P1_UBI_female,Female,2,6,9,16,8,6,Normal
6,15,P4_3xp_female,P1_UBI_female,Female,2,6,0,0,0,0,Normal
6,19,P4_3xp_female,P1_UBI_female,Female,2,6,16,17,3,0,Normal
6,22,P4_3xp_female,P1_UBI_female,Female,2,6,7,16,14,4,Normal
7,11,P2_UBI_female,P3_3xp_female,Female,2,6,5,5,2,3,Normal
7,13,P2_UBI_female,P3_3xp_female,Female,2,6,0,0,0,0,Normal
7,14,P2_UBI_female,P3_3xp_female,Female,2,6,36,25,0,0,Normal
7,17,P2_UBI_female,P3_3xp_female,Female,2,6,0,0,0,0,Normal
7,18,P2_UBI_female,P3_3xp_female,Female,2,6,0,0,0,0,Normal
7,20,P2_UBI_female,P3_3xp_female,Female,2,6,0,0,0,0,Normal
8,11,P3_3xp_female,P2_UBI_female,Female,2,6,0,0,0,0,Normal
8,12,P3_3xp_female,P2_UBI_female,Female,2,6,0,0,0,0,Normal
8,13,P3_3xp_female,P2_UBI_female,Female,2,6,14,23,13,6,Normal
8,14,P3_3xp_female,P2_UBI_female,Female,2,6,21,24,1,0,Normal
8,15,P3_3xp_female,P2_UBI_female,Female,2,6,0,0,0,0,Normal
8,16,P3_3xp_female,P2_UBI_female,Female,2,6,0,0,0,0,Normal
8,19,P3_3xp_female,P2_UBI_female,Female,2,6,36,46,1,0,Normal
9,11,P2_UBI_female,P4_3xp_female,Female,2,6,1,3,2,2,Normal
9,12,P2_UBI_female,P4_3xp_female,Female,2,6,0,0,0,0,Normal
9,13,P2_UBI_female,P4_3xp_female,Female,2,6,0,0,0,0,Normal
9,14,P2_UBI_female,P4_3xp_female,Female,2,6,18,22,6,1,Normal
9,15,P2_UBI_female,P4_3xp_female,Female,2,6,0,0,0,0,Normal
9,16,P2_UBI_female,P4_3xp_female,Female,2,6,10,16,2,1,Normal
9,17,P2_UBI_female,P4_3xp_female,Female,2,6,0,0,0,0,Normal
10,12,P4_3xp_female,P2_UBI_female,Female,2,6,0,0,0,0,Normal
10,13,P4_3xp_female,P2_UBI_female,Female,2,6,0,0,0,0,Normal
10,14,P4_3xp_female,P2_UBI_female,Female,2,6,0,1,0,0,Normal
10,15,P4_3xp_female,P2_UBI_female,Female,2,6,2,3,1,1,Normal
10,16,P4_3xp_female,P2_UBI_female,Female,2,6,0,0,0,0,Normal
10,18,P4_3xp_female,P2_UBI_female,Female,2,6,NA,NA,NA,NA,Normal
10,19,P4_3xp_female,P2_UBI_female,Female,2,6,15,18,6,5,Normal
11,16,P3_3xp_female,P4_3xp_female,Female,2,6,0,0,0,0,Normal
11,17,P3_3xp_female,P4_3xp_female,Female,2,6,0,0,0,0,Normal
11,22,P3_3xp_female,P4_3xp_female,Female,2,6,24,27,12,5,Normal
12,11,P4_3xp_female,P3_3xp_female,Female,2,6,19,34,0,0,Normal
12,12,P4_3xp_female,P3_3xp_female,Female,2,6,2,0,0,0,Normal
12,13,P4_3xp_female,P3_3xp_female,Female,2,6,2,2,0,0,Normal
12,14,P4_3xp_female,P3_3xp_female,Female,2,6,13,17,3,0,Normal
12,18,P4_3xp_female,P3_3xp_female,Female,2,6,33,43,0,0,Normal
12,19,P4_3xp_female,P3_3xp_female,Female,2,6,0,0,0,0,Normal
13,11,P1_3xp_male,P2_3xp_male,Male,2,6,4,7,10,1,Normal
13,13,P1_3xp_male,P2_3xp_male,Male,2,6,33,24,0,0,Normal
13,15,P1_3xp_male,P2_3xp_male,Male,2,6,28,27,0,0,Normal
13,16,P1_3xp_male,P2_3xp_male,Male,2,6,8,9,11,14,Normal
13,18,P1_3xp_male,P2_3xp_male,Male,2,6,27,38,0,0,Normal
13,21,P1_3xp_male,P2_3xp_male,Male,2,6,23,29,13,2,Normal
13,22,P1_3xp_male,P2_3xp_male,Male,2,6,25,14,0,0,Normal
14,12,P2_3xp_male,P1_3xp_male,Male,2,6,0,0,0,0,Normal
14,13,P2_3xp_male,P1_3xp_male,Male,2,6,4,5,0,1,Normal
14,14,P2_3xp_male,P1_3xp_male,Male,2,6,1,2,0,0,Normal
14,18,P2_3xp_male,P1_3xp_male,Male,2,6,26,37,11,2,Normal
14,19,P2_3xp_male,P1_3xp_male,Male,2,6,6,10,0,1,Normal
14,20,P2_3xp_male,P1_3xp_male,Male,2,6,11,17,14,4,Normal
14,21,P2_3xp_male,P1_3xp_male,Male,2,6,0,0,0,0,Normal
15,11,P1_3xp_male,P3_UBI_male,Male,2,6,16,27,3,0,Normal
15,12,P1_3xp_male,P3_UBI_male,Male,2,6,0,0,0,0,Normal
15,13,P1_3xp_male,P3_UBI_male,Male,2,6,0,0,0,0,Normal
15,15,P1_3xp_male,P3_UBI_male,Male,2,6,0,0,0,0,Normal
15,16,P1_3xp_male,P3_UBI_male,Male,2,6,0,0,0,0,Normal
15,17,P1_3xp_male,P3_UBI_male,Male,2,6,4,16,6,0,Normal
15,19,P1_3xp_male,P3_UBI_male,Male,2,6,9,16,6,7,Normal
16,13,P3_UBI_male,P1_3xp_male,Male,2,6,35,30,2,0,Normal
16,14,P3_UBI_male,P1_3xp_male,Male,2,6,21,38,4,3,Normal
16,17,P3_UBI_male,P1_3xp_male,Male,2,6,19,14,2,0,Normal
16,18,P3_UBI_male,P1_3xp_male,Male,2,6,4,3,12,5,Normal
16,19,P3_UBI_male,P1_3xp_male,Male,2,6,1,2,0,0,Normal
16,20,P3_UBI_male,P1_3xp_male,Male,2,6,19,28,8,0,Normal
16,22,P3_UBI_male,P1_3xp_male,Male,2,6,18,10,0,1,Normal
17,11,P1_3xp_male,P4_UBI_male,Male,2,6,27,9,6,1,Normal
17,13,P1_3xp_male,P4_UBI_male,Male,2,6,0,0,0,0,Normal
17,15,P1_3xp_male,P4_UBI_male,Male,2,6,23,19,0,0,Normal
17,16,P1_3xp_male,P4_UBI_male,Male,2,6,17,12,2,3,Normal
17,17,P1_3xp_male,P4_UBI_male,Male,2,6,14,20,0,0,Normal
17,19,P1_3xp_male,P4_UBI_male,Male,2,6,11,18,1,0,Normal
17,21,P1_3xp_male,P4_UBI_male,Male,2,6,0,0,0,0,Normal
18,11,P4_UBI_male,P1_3xp_male,Male,2,6,37,43,5,2,Normal
18,12,P4_UBI_male,P1_3xp_male,Male,2,6,0,0,0,0,Normal
18,13,P4_UBI_male,P1_3xp_male,Male,2,6,0,0,0,0,Normal
18,15,P4_UBI_male,P1_3xp_male,Male,2,6,19,17,0,0,Normal
18,16,P4_UBI_male,P1_3xp_male,Male,2,6,1,0,0,0,Normal
18,18,P4_UBI_male,P1_3xp_male,Male,2,6,0,0,0,0,Normal
18,19,P4_UBI_male,P1_3xp_male,Male,2,6,19,19,1,0,Normal
19,11,P2_3xp_male,P3_UBI_male,Male,2,6,0,0,0,0,Normal
19,12,P2_3xp_male,P3_UBI_male,Male,2,6,0,0,0,0,Normal
19,16,P2_3xp_male,P3_UBI_male,Male,2,6,19,33,12,1,Normal
19,17,P2_3xp_male,P3_UBI_male,Male,2,6,5,9,4,2,Normal
19,18,P2_3xp_male,P3_UBI_male,Male,2,6,5,9,1,2,Normal
19,19,P2_3xp_male,P3_UBI_male,Male,2,6,0,0,0,0,Normal
20,13,P3_UBI_male,P2_3xp_male,Male,2,6,0,0,0,0,Normal
20,14,P3_UBI_male,P2_3xp_male,Male,2,6,19,32,10,1,Normal
20,15,P3_UBI_male,P2_3xp_male,Male,2,6,NA,NA,NA,NA,Normal
20,16,P3_UBI_male,P2_3xp_male,Male,2,6,0,0,0,0,Normal
20,17,P3_UBI_male,P2_3xp_male,Male,2,6,0,0,0,0,Normal
20,18,P3_UBI_male,P2_3xp_male,Male,2,6,5,13,5,1,Normal
20,19,P3_UBI_male,P2_3xp_male,Male,2,6,NA,NA,NA,NA,Normal
21,15,P2_3xp_male,P4_UBI_male,Male,2,6,23,38,1,2,Normal
21,16,P2_3xp_male,P4_UBI_male,Male,2,6,8,14,0,0,Normal
21,17,P2_3xp_male,P4_UBI_male,Male,2,6,0,0,0,0,Normal
21,20,P2_3xp_male,P4_UBI_male,Male,2,6,1,2,1,0,Normal
21,21,P2_3xp_male,P4_UBI_male,Male,2,6,4,1,2,3,Normal
21,22,P2_3xp_male,P4_UBI_male,Male,2,6,11,4,4,3,Normal
22,11,P4_UBI_male,P2_3xp_male,Male,2,6,14,9,1,1,Normal
22,12,P4_UBI_male,P2_3xp_male,Male,2,6,0,0,0,0,Normal
22,13,P4_UBI_male,P2_3xp_male,Male,2,6,0,0,0,0,Normal
22,14,P4_UBI_male,P2_3xp_male,Male,2,6,0,0,0,0,Normal
22,15,P4_UBI_male,P2_3xp_male,Male,2,6,12,10,0,0,Normal
22,17,P4_UBI_male,P2_3xp_male,Male,2,6,17,23,10,4,Normal
22,18,P4_UBI_male,P2_3xp_male,Male,2,6,0,0,0,0,Normal
23,11,P3_UBI_male,P4_UBI_male,Male,2,6,24,37,5,2,Normal
23,15,P3_UBI_male,P4_UBI_male,Male,2,6,6,20,11,1,Normal
23,17,P3_UBI_male,P4_UBI_male,Male,2,6,0,0,0,0,Normal
23,18,P3_UBI_male,P4_UBI_male,Male,2,6,0,0,0,0,Normal
23,20,P3_UBI_male,P4_UBI_male,Male,2,6,0,0,0,0,Normal
23,22,P3_UBI_male,P4_UBI_male,Male,2,6,6,9,0,0,Normal
24,11,P4_UBI_male,P3_UBI_male,Male,2,6,1,3,0,0,Normal
24,12,P4_UBI_male,P3_UBI_male,Male,2,6,9,13,0,0,Normal
24,13,P4_UBI_male,P3_UBI_male,Male,2,6,8,13,3,0,Normal
24,15,P4_UBI_male,P3_UBI_male,Male,2,6,0,0,0,0,Normal
24,16,P4_UBI_male,P3_UBI_male,Male,2,6,0,0,0,0,Normal
24,18,P4_UBI_male,P3_UBI_male,Male,2,6,0,0,0,0,Normal
24,19,P4_UBI_male,P3_UBI_male,Male,2,6,0,0,0,0,Normal
25,11,P5,P6,Control,2,6,0,0,0,0,Normal
25,12,P5,P6,Control,2,6,0,0,0,0,Normal
25,14,P5,P6,Control,2,6,0,0,0,0,Normal
25,15,P5,P6,Control,2,6,7,13,5,4,Normal
